customer_id,credit_score,age,balance,products_number,credit_card,active_member,estimated_salary,tenure,churn
872,347,76,196074.95222621033,4,1,0,20631.45177078234,5,0
873,402,20,133966.29779388834,4,0,0,147685.2047992117,7,0
874,781,87,68584.9170194908,3,0,1,71057.72485492752,6,0
875,332,43,147486.49870865344,4,0,1,41854.60873092488,3,0
876,441,72,104159.44433539965,1,0,0,21544.723778190935,5,1
877,516,70,102276.7000159012,3,0,1,66317.78899920639,7,0
878,824,63,209868.25965112023,2,1,0,70181.52734589265,6,0
879,707,32,110658.06063930328,4,0,0,56451.12320507124,2,0
880,789,80,238739.73600124533,3,0,0,120340.13971942027,4,0
881,728,83,223421.1535735632,3,1,1,64698.05581250001,8,0
882,332,38,77693.62135015137,1,1,1,125517.82871705282,2,1
883,444,24,154896.4165232047,1,1,0,21122.38791150713,6,0
884,588,22,79311.24167580692,2,0,1,47459.71368785588,8,0
885,522,50,234062.0112016041,2,0,1,23820.399418311656,6,0
886,667,34,108287.06686147407,3,1,0,104781.68878938834,8,0
887,734,18,114069.89588897748,3,0,0,131865.87211317522,5,0
888,622,64,25536.023092157717,2,1,0,29773.44867296298,8,0
889,674,58,196148.6140994251,2,0,1,126623.9942021863,3,0
890,503,52,97850.06075871905,2,0,0,102918.76655119634,4,0
891,794,37,34956.76717412824,2,1,1,91325.78545701891,5,0
892,632,88,166693.03277228607,3,1,1,100181.15882851387,8,0
893,367,78,185391.62613138207,1,1,1,140335.50453850417,9,1
894,821,59,210766.53427368272,2,1,1,46531.504424188315,6,0
895,803,65,82414.37704737886,3,1,1,41673.05916364229,4,0
896,449,22,149049.8466128743,2,0,0,77982.07880432456,4,0
897,718,79,105473.61734535318,1,0,0,67561.21114912,5,0
898,711,25,191234.7435894757,3,1,0,79359.5215011464,5,0
899,506,24,170294.795973104,2,0,0,83472.23846496221,5,0
900,719,31,156461.26244497538,3,1,1,30947.913978209894,9,0
901,734,55,63918.78366702958,1,1,0,85004.51631104545,1,0
902,604,32,123194.37067764574,1,0,1,100440.7280870234,9,0
903,573,84,177103.31813707476,1,0,1,128717.90677536224,1,1
904,430,54,86075.34898977881,4,1,1,101938.52607208236,2,0
905,726,63,107394.92157408695,1,1,1,107831.17692701315,2,1
906,547,58,7419.351733715468,3,1,1,105271.6999233745,3,0
907,582,89,148658.07625652876,3,1,0,32691.03690245376,1,0
908,348,62,116642.83830552358,4,0,0,34387.04403639954,8,0
909,846,20,41282.61446476589,4,1,1,108892.90878767878,4,0
910,444,21,150066.2936392675,1,1,0,149533.06520796567,5,0
911,810,69,109026.35750855958,1,0,0,29560.264594181957,5,0
912,534,38,20505.62117952859,3,1,1,25573.693707910697,5,0
913,764,77,204542.6599916845,3,0,0,81165.5252341433,3,0
914,570,81,45043.67125776385,2,0,0,70883.25478352583,3,0
915,495,18,110126.42549627779,4,0,0,85513.11588479568,7,0
916,573,28,142184.83310214255,2,1,1,145715.7077723207,6,0
917,761,33,32723.295327811626,4,0,0,96233.5678936401,1,0
918,426,34,65573.40663511654,1,1,0,66596.7827483662,8,0
919,711,74,102303.16978014736,1,1,0,123123.08253055431,5,0
920,659,74,150467.6746213263,1,0,0,42695.43267889524,9,0
921,728,60,115728.42350163795,3,1,1,138227.4896221864,4,0
922,700,19,22714.065684768968,4,1,1,38158.75765652995,9,0
923,827,73,61194.80820191719,3,1,0,123785.7501155085,1,0
924,431,33,46781.06413276206,4,0,0,56580.85567816559,6,0
925,523,34,6481.944072505269,1,1,0,87798.08898228128,5,0
926,379,22,102993.75416589068,4,1,0,69499.44321585959,9,0
927,590,33,48221.24787620446,3,0,1,98402.27152337243,8,0
928,654,73,40248.050467686924,2,1,0,41954.94320554381,5,0
929,350,58,162831.21256483253,2,0,0,55846.55598893221,7,0
930,777,33,115749.43736037829,1,1,1,72319.10849669488,6,0
931,835,65,51532.202254949894,1,1,0,104566.48771076136,5,0
932,311,65,77122.27974317253,2,0,1,121263.60118520133,8,0
933,599,18,126785.55853833149,4,0,1,80081.05659149842,9,0
934,809,28,66314.68439539833,4,1,1,66080.56090344036,4,0
935,394,36,129019.5566393948,1,1,0,83141.78517198624,5,0
936,726,39,23457.80514052123,3,1,1,96391.21207958799,1,0
937,710,83,249212.0424098787,2,1,0,115613.82732036205,8,0
938,455,77,115285.38103501989,2,1,0,57337.571575126385,2,1
939,566,63,17126.76141319447,1,1,0,76256.02187233156,7,1
940,508,29,55365.251556437564,2,1,0,90447.47098261015,6,0
941,601,87,136835.52529793285,4,1,1,30468.842865950857,4,0
942,303,73,146014.1429209687,4,1,0,24438.2378395142,1,1
943,603,33,21717.232317619408,2,0,1,138145.34082984645,2,0
944,320,83,226391.39701642282,2,1,0,29290.285143817557,7,0
945,791,79,56231.70706738442,1,0,1,83923.60202599279,9,0
946,313,44,112317.51346482962,2,0,1,117372.6655276978,3,0
947,660,33,166222.93499665288,3,1,0,50345.9925008049,3,0
948,353,44,156896.3966328278,4,0,1,85041.25387826817,6,0
949,825,78,86702.84063498293,2,1,0,26112.647917689148,5,0
950,538,87,156445.65707202294,4,1,1,119114.04506411547,3,0
951,841,75,188392.96076300426,2,1,1,137866.96248783404,5,0
952,687,26,50800.527253636705,2,0,0,27312.60582643772,4,0
953,551,77,69984.31316729178,1,1,1,130531.92134336676,6,0
954,339,77,2676.4055308715897,2,1,1,69361.48664114534,8,1
955,532,24,62393.86545362055,4,1,0,139628.24892888247,1,0
956,691,57,197613.72614410208,1,0,0,68535.94957084872,1,0
957,555,30,209231.88354397446,2,1,1,88967.55250695585,5,0
958,367,83,31185.97219809402,1,0,1,53222.70270113338,4,1
959,345,42,160284.11706829056,4,1,0,68513.21358246366,7,0
960,686,89,29947.470004014183,3,0,1,59380.29262459801,7,0
961,588,27,90164.42178222208,1,0,1,95377.79428013989,4,0
962,387,32,157068.71680052887,3,0,0,130067.86447490388,5,0
963,677,84,222666.5593122738,3,0,1,81325.4010312707,6,0
964,507,44,219863.14451809454,2,1,1,143686.45763912058,8,0
965,607,33,120745.47136801928,3,1,0,99417.2863340139,9,0
966,700,72,2953.055816760558,3,1,0,53914.20858490349,7,0
967,689,53,227048.4029401654,4,0,0,117827.44361869492,5,0
968,480,34,178603.32779580815,2,0,0,101986.35151902447,4,0
969,502,33,226770.62274153807,2,0,1,144443.2633733565,3,0
970,377,67,117003.52529100288,4,0,0,35850.760750430876,7,0
971,837,66,214719.9162215026,2,0,1,69389.99491301546,8,0
972,342,25,154596.4116051318,2,1,1,105277.72726515014,3,0
973,547,23,151039.34419055114,3,0,0,103507.81796761492,2,0
974,699,64,196435.26671435026,4,0,1,110723.4234406955,3,0
975,434,32,238064.72888276255,3,0,0,144862.9425382687,6,0
976,719,19,19945.03759930019,2,1,1,59213.30127302784,8,0
977,673,51,47797.46269431681,2,1,1,91241.54737044494,2,0
978,543,53,79438.14125967927,4,1,1,86447.22723295199,7,0
979,578,77,78617.11165645871,3,1,1,77861.34267111278,6,0
980,738,68,131126.75697462788,1,1,0,102405.54550357925,7,0
981,830,51,135450.11979674318,1,0,1,43542.7408862264,1,0
982,644,42,234399.78632520634,4,0,1,49481.751171038995,2,0
983,827,53,95769.81913176966,4,0,0,140692.4083370362,8,0
984,582,51,144733.22281457906,1,1,1,112033.05678891939,5,0
985,795,22,100497.97583048248,2,0,0,103605.55915539115,4,0
986,480,36,91015.62974210441,4,1,0,61096.97643469049,2,0
987,347,22,17226.032042009952,3,1,0,44295.34326216177,9,0
988,584,24,73653.83661152511,4,1,0,103621.88261151945,1,0
989,528,56,237925.3836295251,2,0,1,29945.344093715008,1,0
990,663,35,14930.2002395445,1,1,0,149806.33407745877,2,1
991,824,67,12888.527098461971,3,0,0,125111.12573027676,4,0
992,710,52,218884.66010050382,4,0,0,108546.37754226247,5,0
993,679,69,205093.4192969687,2,0,1,122782.20536174647,2,0
994,644,29,208286.33792596852,4,0,1,85146.6438043839,4,0
995,626,51,162497.59095020365,1,1,0,79662.62102547855,7,0
996,411,31,229268.19611861714,1,0,0,25377.62006088391,9,0
997,684,78,203886.95120558533,4,0,0,72099.88793519905,1,0
998,764,60,115112.7879244772,2,0,0,58861.760061429144,6,0
999,765,62,97944.28635119,3,1,1,86013.30525883724,1,0
1000,797,54,205824.653853536,2,0,0,25537.924756731467,9,0
